#group,false,false,true,true,false,false,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string
#default,mean,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement
,,39,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,23.54657000000001,Ch005_peak2peak_µm,AMU
,,40,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,1045.0486866666654,Ch005_smax_µm,AMU
,,41,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0,Ch006_accrest_rpm,AMU
,,42,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0,Ch006_acpeak_rpm,AMU
,,43,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0,Ch006_acrms_rpm,AMU
,,44,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0,Ch006_kurtosis_rpm,AMU
,,45,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0,Ch006_peak2peak_rpm,AMU
,,46,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0,Ch006_smax_rpm,AMU
,,47,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,6.794753888888894,Ch007_accrest_V,AMU
,,48,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.3385327777777773,Ch007_acpeak_V,AMU
,,49,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.04975888888888866,Ch007_acrms_V,AMU
,,50,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,3.9584605555555576,Ch007_kurtosis_V,AMU
,,51,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,-0.0211344444444449,Ch007_mean_V,AMU
,,52,2016-07-05T09:50:51.974Z,2021-10-05T09:50:51.973Z,2016-08-19T21:44:00Z,0.6126422222222226,Ch007_peak2peak_V,AMU
